sede,0.006721177744844992
sedene,0.0011708562632489043
satate,0.0011808874359542523
ado,0.03196770916293774
ara,0.04760099706501256
anosho,0.0009820735454601412
arad,0.01624929052546655
shed,0.01945904663633903
arean,0.005833882101391329
sharin,0.003635100321284363
serar,0.006258222161152961
san,0.03735225050456663
satata,0.00032492371329723445
searer,0.0008039476473582255
sid,0.02891393440025392
sinero,0.0053556314059752565
staste,0.0007553353102291825
siter,0.009081110606483696
shese,0.0058945458791789555
shater,0.005275858401829275
sha,0.02206812695825717
shaser,0.0038645287960656616
