dede	7.120822676630051e-05	0.001422010371269387
desene	1.0294782548261792e-06	0.0001513132312948502
saiste	1.6203010775932553e-06	0.0002313436434551522
ado	0.0023411548440003243	0.017935783256675285
ara	0.0028344240588425236	0.021408560629171805
anosha	8.301575509338821e-07	0.00014797836491207232
arad	0.00021763040093765494	0.004672706463603742
ared	0.0002157062340187353	0.004778657639790675
arena	3.471168327185005e-05	0.00196622446833259
arorin	1.1607657847141925e-06	0.00020042697286073316
atear	1.693645445503182e-05	0.0009619151017145416
dan	0.0020654848796662073	0.015476414077497716
anania	9.748427555396868e-07	0.00012989943066663096
essher	6.654025229015336e-07	0.00011251607076216202
ete	0.0016511443763231992	0.012288372996813237
einero	1.7954979552478043e-06	0.00027335137335296803
atared	1.5163707022993756e-06	0.00023557704532028433
diter	1.923420274046204e-05	0.0010796226990487392
shese	1.0400253005165462e-05	0.0006548246498637206
dorter	2.5351759176996103e-06	0.000396152571837987
esh	0.0007628201985776623	0.0059454032905025
shaser	1.1071131371714124e-06	0.0001966072843659907
ironer	2.5608627642475483e-06	0.00042183639601623205
taster	1.3916877995822035e-06	0.00022676170133344292
taitor	1.3808395296496011e-06	0.000210770112008628
enedie	1.0120503425699065e-06	0.00014517149252218787
hasand	1.03797750851706e-06	0.00017100643885288396
rade	0.00012771783897904502	0.0026198155610823283
rare	0.0001313598446234131	0.0027741221638705963
harsea	1.4381044198687023e-06	0.00023828379266334606
edered	1.6929384843345634e-06	0.0002574663005643853
eattee	1.7865770664158762e-06	0.0002426936777894068
hent	0.0002263144177683142	0.00460026688499845
rere	0.00012102052470740042	0.0027278679680885452
herad	2.1065742752931787e-05	0.0011921569969027864
eee	0.001424746876970971	0.010078144159964978
riere	2.1613998533340314e-05	0.0011812656444299815
roari	1.2411416367748585e-05	0.0007609273335002695
horaer	1.5575652235517688e-06	0.0002918762755047859
inanad	2.4787353617057596e-06	0.0003986443771163185
nese	0.00024885072169140087	0.005216073386449869
nesh	0.00011631436197085842	0.0025365968456443817
neteed	2.239017432174176e-06	0.0003086222470015655
niai	0.00014665683238139534	0.002947700366029537
nson	7.122425681338064e-05	0.001542260418460716
seda	0.0001435444844181663	0.0030572226491482183
ona	0.002445609591112633	0.018175531958586157
orad	0.00014536418366365952	0.0032427021420999473
ortet	2.2151309915874205e-05	0.001322110442872343
rasti	2.3361928015813974e-05	0.0014417073667546926
rast	0.00011830814357520415	0.002738917604285643
rathon	2.5516895742584392e-06	0.000394867261038277
reader	1.6190685456107804e-06	0.0002782305674620743
renter	6.019400915415793e-06	0.0009167513897762508
resene	1.4144120858821902e-06	0.00022969153286727666
restes	1.997557343875293e-06	0.0003427097843083685
retain	1.9571311592912137e-06	0.00029588287608302614
retin	3.062853558234882e-05	0.00171918169856724
rtoder	1.2907527506350127e-06	0.00023197477578686533
rod	0.002225942390546216	0.01861154351203348
sar	0.0013840206181202016	0.011436112981379948
onda	0.00011041504616866365	0.002364877347825057
steder	9.793194421776886e-07	0.00017580451649627175
henat	1.1610985573127432e-05	0.0007382060230425536
serai	2.1746725921899575e-05	0.001270867690808795
dere	0.00015202689061761702	0.0034612835022537858
sti	0.001604399003796652	0.012402603843029984
shear	1.3727846749009926e-05	0.0008403347113666514
shete	8.289195919432234e-06	0.000449484237228996
ssiner	2.1049182370152694e-06	0.00034662363598007275
shost	8.829245628025494e-06	0.0005186118040055236
hina	0.00012657108812186234	0.002702021387970698
onese	1.1136327805614594e-05	0.0006300886448683328
shen	9.732829098627823e-05	0.0020478795912315445
osho	0.00014689686245670096	0.0033474907314135507
soser	1.338407920874485e-05	0.0007624287611735281
steta	1.932211211014496e-05	0.0010711077863395054
atere	2.0917766793821567e-05	0.0012420246988114503
seroto	1.5516255785315008e-06	0.00024730540161381183
iner	0.00019448315259129072	0.004358119041905738
taso	0.0001782403549180642	0.0037648107809914086
tasse	2.1006709456273434e-05	0.0013589470152193138
etaist	7.906114800933041e-07	0.00011659209257014033
tenis	2.173126051109524e-05	0.0012072391715139455
teras	5.1805415705017856e-05	0.0030117215278913515
terat	4.9755626681753204e-05	0.0026934787844393477
teata	1.2656736722718298e-05	0.0007421934765995412
thest	2.2261690339135753e-05	0.001227448388852799
tedod	1.0195449557936728e-05	0.0005939697687551223
thin	0.00018325186678879197	0.003925886211620232
tho	0.0022471471484741433	0.017295542287529372
terot	2.1339984079539428e-05	0.0012359223818320612
ttate	1.81212911797941e-05	0.0009707177521316033
etatee	1.4115832063759528e-06	0.0001872254060990317
tonot	1.594326273333554e-05	0.00093052428473309
tooroo	5.13509327387964e-06	0.0009904751858663486
ishrid	1.150457664398258e-06	0.0002243945035879498
thad	0.00010958159337434237	0.002516940760855354
toston	1.5375084857608243e-06	0.00026715916929428106
tote	0.00018116000632276553	0.003776134604395749
erant	1.972960669349344e-05	0.0011288867582217473
erdesa	3.945706696497718e-06	0.0005791609828745471
erosh	1.842639719900359e-05	0.0010942409400937023
edar	0.00021292532561893756	0.0045167090774144315
