dede	0.0017802056691575128	0.014713790513072386
deeene	9.585110368711541e-05	0.003139440972359561
saiste	8.101505387966276e-06	0.0007139457409987703
ado	0.0023411548440003243	0.017935783256675285
ara	0.014172120294212618	0.06279808892042399
anosos	3.582564765774522e-06	0.00040830237972569526
arad	0.0010881520046882747	0.014639195024199952
ared	0.0002157062340187353	0.004778657639790675
arena	0.00017355841635925025	0.006561352268273176
arorin	1.1607657847141925e-06	0.00020042697286073316
atear	8.46822722751591e-05	0.003177047135962677
dan	0.0020654848796662073	0.015476414077497716
anania	2.4371068888492168e-05	0.0013182266221568723
essher	6.654025229015336e-07	0.00011251607076216202
ete	0.0016511443763231992	0.012288372996813237
einero	1.7954979552478043e-06	0.00027335137335296803
diared	7.273012087656859e-06	0.0006932110498744917
diter	1.923420274046204e-05	0.0010796226990487392
shese	1.0400253005165462e-05	0.0006548246498637206
dorter	1.2675879588498052e-05	0.0012063749766334057
esh	0.0007628201985776623	0.0059454032905025
sosser	3.3794306017155782e-06	0.0004017940350815051
ironer	1.2804313821237742e-05	0.0012917537794439598
enater	6.508473515292406e-06	0.0006635608036130857
taitor	1.3808395296496011e-06	0.000210770112008628
enedie	5.060251712849532e-06	0.00047951161781208525
ensand	5.031582199790849e-06	0.0005061748103311558
rade	0.00012771783897904502	0.0026198155610823283
rare	0.0001313598446234131	0.0027741221638705963
harsea	1.4381044198687023e-06	0.00023828379266334606
edered	1.6929384843345634e-06	0.0002574663005643853
eattee	8.932885332079382e-06	0.0007211715758531185
hent	0.0002263144177683142	0.00460026688499845
rere	0.0006051026235370021	0.008848069341098563
herne	0.00010225804189097677	0.003684492761705621
eee	0.001424746876970971	0.010078144159964978
riere	0.00010806999266670158	0.003759853118495545
roari	1.2411416367748585e-05	0.0007609273335002695
horaer	7.787826117758843e-06	0.0009218543175879926
inanne	1.219866519403271e-05	0.0010550109946578545
nese	0.00024885072169140087	0.005216073386449869
nesh	0.00011631436197085842	0.0025365968456443817
netted	5.409203476757929e-05	0.0029985960080171833
niai	0.0007332841619069767	0.009287974876330795
noon	0.0017342669853003315	0.016497999279890933
seda	0.0001435444844181663	0.0030572226491482183
ona	0.002445609591112633	0.018175531958586157
orad	0.00014536418366365952	0.0032427021420999473
ortet	0.00011075654957937102	0.004022187748651789
rastt	0.00011061095895978658	0.003815753899583403
rast	0.00011830814357520415	0.002738917604285643
ratoon	1.2409562423544377e-05	0.0011189563269706907
reader	4.047671364026951e-05	0.002680122974613268
renter	0.0001504850228853948	0.008287650964308457
resene	7.072060429410951e-06	0.0007147064261942434
restes	4.9938933596882326e-05	0.0034583809272058334
retain	1.9571311592912137e-06	0.00029588287608302614
retin	3.062853558234882e-05	0.00171918169856724
ridder	3.0769019685969404e-05	0.0022328856714690765
rod	0.002225942390546216	0.01861154351203348
sar	0.0013840206181202016	0.011436112981379948
onda	0.00011041504616866365	0.002364877347825057
seeder	9.322578586811737e-05	0.0033005629793112297
dende	0.00022616582604066904	0.0059270064167824465
serai	2.1746725921899575e-05	0.001270867690808795
dere	0.000760134453088085	0.010996632754895064
sti	0.001604399003796652	0.012402603843029984
shear	1.3727846749009926e-05	0.0008403347113666514
sheth	3.86623814537171e-05	0.0013992886493393937
ssiner	2.1049182370152694e-06	0.00034662363598007275
shost	8.829245628025494e-06	0.0005186118040055236
hina	0.00012657108812186234	0.002702021387970698
onese	1.1136327805614594e-05	0.0006300886448683328
shen	9.732829098627823e-05	0.0020478795912315445
oses	0.0006543374515877874	0.009023731660342529
sooer	5.814636198218169e-05	0.0021620010017513705
steen	9.379640342695052e-05	0.0033783121526535604
atere	0.00010458883396910784	0.0038568140066044527
serser	7.739930743724176e-06	0.000698643680812549
iner	0.00019448315259129072	0.004358119041905738
taso	0.0001782403549180642	0.0037648107809914086
tasse	0.00010503354728136718	0.003989903543848649
eesere	1.9201957833163107e-05	0.0011667376883669341
tenis	2.173126051109524e-05	0.0012072391715139455
teras	5.1805415705017856e-05	0.0030117215278913515
terae	0.00016863762562685828	0.005502577364969517
teata	6.328368361359149e-05	0.002438100896755731
thest	0.00011130845169567876	0.0037227409692933253
tedod	5.097724778968364e-05	0.0018445062328916412
thin	0.00018325186678879197	0.003925886211620232
tho	0.0022471471484741433	0.017295542287529372
terot	2.1339984079539428e-05	0.0012359223818320612
ttate	1.81212911797941e-05	0.0009707177521316033
tiatee	5.948197699835983e-06	0.0004968805094344348
tonot	7.971631366667771e-05	0.0028525675394997095
tooroo	0.08023583240436938	0.07455697961555238
torrid	4.386237309272472e-06	0.0005843716586474441
toss	0.00033640361841020064	0.005472686483910054
toston	3.8437712144020605e-05	0.0027605489629223064
tote	0.0009058000316138277	0.011166861630335253
erane	9.255701133194543e-05	0.0033927592729157355
erdesa	1.972853348248859e-05	0.0015194517491155944
erosh	1.842639719900359e-05	0.0010942409400937023
edar	0.00021292532561893756	0.0045167090774144315
